Image Index,TTC_Lidar,TTC_Camera
2,12.4156,14.201
7,11.9829,15.4848
10,11.1746,11.8871
11,12.8086,12.0024
13,9.96439,11.1838
14,9.59863,10.5407
15,8.52157,10.149
16,9.51552,9.83979
17,9.61242,8.78688
18,8.3988,8.95788
